patch_id,label,type
7375,1,positive
patch362_aug_4954,1,positive_aug
patch10337_aug_6221,1,positive_aug
8510,1,positive
patch188_aug_6313,0,negative_aug
1498,1,positive
3226,1,positive
patch9991_aug_1716,1,positive_aug
patch6061_aug_1081,0,negative_aug
patch4054_aug_1490,0,negative_aug
patch8921_aug_6592,1,positive_aug
patch383_aug_6065,0,negative_aug
patch1940_aug_3330,0,negative_aug
9678,1,positive
13280,1,positive
patch5531_aug_2877,0,negative_aug
13118,1,positive
12386,1,positive
patch11153_aug_4962,1,positive_aug
2646,1,positive
8678,1,positive
4020,1,positive
patch11722_aug_1878,1,positive_aug
1283,1,positive
238,1,positive
patch8253_aug_7017,1,positive_aug
9250,1,positive
10682,1,positive
4570,0,negative
patch3208_aug_4381,0,negative_aug
2264,0,negative
patch533_aug_5601,0,negative_aug
10516,1,positive
patch4649_aug_1308,1,positive_aug
2867,1,positive
patch11099_aug_550,1,positive_aug
10368,1,positive
1259,0,negative
1383,0,negative
552,1,positive
patch10945_aug_5866,1,positive_aug
2835,1,positive
10934,1,positive
patch2787_aug_3145,0,negative_aug
patch7879_aug_8111,1,positive_aug
patch5742_aug_5317,1,positive_aug
5848,0,negative
patch1414_aug_7010,0,negative_aug
patch2860_aug_360,0,negative_aug
patch6026_aug_7491,0,negative_aug
3316,1,positive
13089,1,positive
patch113_aug_8110,1,positive_aug
11132,1,positive
patch2195_aug_6422,1,positive_aug
965,1,positive
4383,1,positive
patch12155_aug_310,1,positive_aug
patch1357_aug_5115,0,negative_aug
4195,0,negative
patch4447_aug_5032,0,negative_aug
patch10244_aug_5219,1,positive_aug
patch7098_aug_1921,1,positive_aug
418,0,negative
patch2230_aug_7604,1,positive_aug
patch684_aug_6866,0,negative_aug
852,1,positive
patch9150_aug_7285,1,positive_aug
8811,1,positive
patch2485_aug_1706,1,positive_aug
patch5011_aug_5179,0,negative_aug
patch12744_aug_3666,1,positive_aug
12488,1,positive
8947,1,positive
patch1779_aug_141,0,negative_aug
patch7430_aug_3074,1,positive_aug
10855,1,positive
patch3065_aug_4695,1,positive_aug
patch9585_aug_6896,1,positive_aug
2889,1,positive
patch1710_aug_976,0,negative_aug
patch4786_aug_1787,1,positive_aug
patch1473_aug_4813,0,negative_aug
patch1403_aug_106,0,negative_aug
patch4265_aug_906,0,negative_aug
96,1,positive
10207,1,positive
patch948_aug_137,0,negative_aug
3569,0,negative
8194,1,positive
4406,0,negative
patch8275_aug_560,1,positive_aug
patch5526_aug_828,0,negative_aug
13381,1,positive
6541,1,positive
1637,1,positive
7275,1,positive
2459,1,positive
3977,1,positive
patch2530_aug_6727,1,positive_aug
13237,1,positive
5567,1,positive
patch7516_aug_4908,1,positive_aug
5990,1,positive
patch620_aug_4563,0,negative_aug
patch144_aug_6265,1,positive_aug
5643,0,negative
971,1,positive
6101,1,positive
1912,1,positive
patch749_aug_3202,0,negative_aug
patch6075_aug_5171,0,negative_aug
2494,0,negative
patch9201_aug_1507,1,positive_aug
1251,0,negative
patch3910_aug_7363,0,negative_aug
3496,0,negative
8151,1,positive
12284,1,positive
4153,1,positive
12401,1,positive
patch13570_aug_6353,1,positive_aug
patch6069_aug_1967,1,positive_aug
patch295_aug_6287,1,positive_aug
patch789_aug_1457,0,negative_aug
patch9906_aug_7221,1,positive_aug
patch3946_aug_2957,0,negative_aug
patch179_aug_3281,0,negative_aug
patch9545_aug_7300,1,positive_aug
993,0,negative
patch237_aug_412,0,negative_aug
841,0,negative
patch3126_aug_3090,0,negative_aug
2407,0,negative
3857,1,positive
3646,1,positive
patch665_aug_1440,1,positive_aug
patch118_aug_2613,0,negative_aug
6047,0,negative
patch2529_aug_322,0,negative_aug
8771,1,positive
12150,1,positive
patch601_aug_3252,0,negative_aug
13363,1,positive
4576,0,negative
2932,1,positive
2622,1,positive
3409,1,positive
5163,1,positive
1592,1,positive
4448,1,positive
patch2540_aug_2582,0,negative_aug
patch4944_aug_1898,1,positive_aug
10294,1,positive
729,0,negative
23,0,negative
patch1262_aug_680,0,negative_aug
8713,1,positive
patch12416_aug_5608,1,positive_aug
patch4101_aug_6689,0,negative_aug
patch3079_aug_1794,1,positive_aug
patch11435_aug_8019,1,positive_aug
1646,1,positive
patch10629_aug_7713,1,positive_aug
patch925_aug_2108,0,negative_aug
patch3888_aug_396,0,negative_aug
patch1735_aug_2370,0,negative_aug
5312,1,positive
5199,1,positive
4734,0,negative
patch3121_aug_4194,1,positive_aug
patch657_aug_3627,0,negative_aug
6786,1,positive
patch227_aug_1087,0,negative_aug
2353,0,negative
patch2457_aug_1952,0,negative_aug
10387,1,positive
patch10972_aug_1862,1,positive_aug
patch2924_aug_4228,0,negative_aug
2829,0,negative
patch3543_aug_3812,0,negative_aug
patch10717_aug_2295,1,positive_aug
3718,0,negative
patch695_aug_6330,1,positive_aug
7138,1,positive
317,0,negative
patch4930_aug_5298,1,positive_aug
patch476_aug_4809,1,positive_aug
9726,1,positive
patch3592_aug_4258,0,negative_aug
9917,1,positive
4359,0,negative
patch12791_aug_2111,1,positive_aug
2994,1,positive
10482,1,positive
674,0,negative
patch5329_aug_4438,1,positive_aug
patch4217_aug_4666,0,negative_aug
patch5026_aug_7420,1,positive_aug
7319,1,positive
2423,0,negative
9964,1,positive
patch3761_aug_73,0,negative_aug
4290,1,positive
6318,1,positive
10469,1,positive
1964,0,negative
3998,0,negative
patch5007_aug_225,1,positive_aug
11389,1,positive
patch813_aug_1603,0,negative_aug
11704,1,positive
patch6089_aug_1115,0,negative_aug
4320,0,negative
683,1,positive
1160,1,positive
patch4395_aug_3938,0,negative_aug
patch1085_aug_2470,1,positive_aug
patch4347_aug_7517,1,positive_aug
6067,0,negative
patch6060_aug_3955,0,negative_aug
2070,1,positive
patch11952_aug_5575,1,positive_aug
patch9748_aug_4770,1,positive_aug
12493,1,positive
patch13448_aug_7481,1,positive_aug
patch2517_aug_2122,0,negative_aug
patch9990_aug_7440,1,positive_aug
3878,1,positive
10280,1,positive
2242,0,negative
1901,1,positive
1651,0,negative
1916,0,negative
patch833_aug_4074,0,negative_aug
patch313_aug_3917,0,negative_aug
764,0,negative
10132,1,positive
2255,1,positive
5673,0,negative
patch4081_aug_7222,0,negative_aug
patch12116_aug_4572,1,positive_aug
patch2447_aug_2104,0,negative_aug
patch8918_aug_6678,1,positive_aug
patch3558_aug_3072,1,positive_aug
7977,1,positive
13036,1,positive
patch12895_aug_2122,1,positive_aug
2769,1,positive
patch5183_aug_6929,1,positive_aug
patch13195_aug_4867,1,positive_aug
11803,1,positive
patch1372_aug_7325,1,positive_aug
3611,0,negative
patch3250_aug_945,0,negative_aug
patch5632_aug_5348,0,negative_aug
5273,1,positive
patch3963_aug_6379,0,negative_aug
patch5115_aug_1956,1,positive_aug
7992,1,positive
patch5876_aug_3120,0,negative_aug
12611,1,positive
12256,1,positive
8202,1,positive
patch4537_aug_4959,0,negative_aug
patch4270_aug_7340,1,positive_aug
1049,1,positive
patch7598_aug_3075,1,positive_aug
13097,1,positive
patch2750_aug_1635,0,negative_aug
5424,0,negative
patch4473_aug_4710,0,negative_aug
1510,0,negative
296,0,negative
5164,1,positive
2652,0,negative
559,1,positive
744,1,positive
patch2220_aug_1722,0,negative_aug
patch10020_aug_8003,1,positive_aug
patch9703_aug_7920,1,positive_aug
2931,1,positive
10305,1,positive
2767,0,negative
9526,1,positive
patch5344_aug_6972,1,positive_aug
7125,1,positive
patch11309_aug_7653,1,positive_aug
352,0,negative
3176,1,positive
patch2177_aug_5118,0,negative_aug
patch6082_aug_0,0,negative_aug
patch5574_aug_1012,1,positive_aug
patch2955_aug_2433,0,negative_aug
9042,1,positive
patch6714_aug_2718,1,positive_aug
12092,1,positive
patch4147_aug_3605,1,positive_aug
patch11052_aug_5952,1,positive_aug
patch11577_aug_3513,1,positive_aug
patch10129_aug_187,1,positive_aug
patch5508_aug_2378,1,positive_aug
5339,1,positive
patch10964_aug_304,1,positive_aug
patch10645_aug_1491,1,positive_aug
3309,0,negative
933,1,positive
patch904_aug_1388,1,positive_aug
patch10806_aug_2914,1,positive_aug
patch4496_aug_7520,1,positive_aug
5738,0,negative
patch179_aug_1639,1,positive_aug
4044,0,negative
481,0,negative
12979,1,positive
patch3161_aug_6796,0,negative_aug
patch11755_aug_4975,1,positive_aug
1728,0,negative
patch7234_aug_7354,1,positive_aug
4903,1,positive
1617,1,positive
92,0,negative
patch10251_aug_5293,1,positive_aug
2401,0,negative
3722,1,positive
patch529_aug_6288,0,negative_aug
patch5130_aug_6182,0,negative_aug
patch1464_aug_6159,1,positive_aug
4773,0,negative
patch4665_aug_3340,0,negative_aug
patch1274_aug_3070,0,negative_aug
2438,0,negative
5941,1,positive
9507,1,positive
patch4264_aug_2173,0,negative_aug
6128,1,positive
1004,0,negative
patch2966_aug_4370,1,positive_aug
4126,0,negative
4936,1,positive
1536,1,positive
patch3635_aug_1315,0,negative_aug
6844,1,positive
patch925_aug_2181,1,positive_aug
patch4122_aug_3354,0,negative_aug
patch5426_aug_3458,1,positive_aug
661,0,negative
patch4624_aug_4451,0,negative_aug
patch12700_aug_406,1,positive_aug
3147,1,positive
1304,0,negative
patch1440_aug_4108,0,negative_aug
4852,0,negative
patch4771_aug_5383,1,positive_aug
patch5668_aug_4603,1,positive_aug
8088,1,positive
patch415_aug_5713,0,negative_aug
7519,1,positive
2573,1,positive
4660,0,negative
patch4121_aug_1808,0,negative_aug
10854,1,positive
1808,0,negative
patch1104_aug_5246,0,negative_aug
patch3321_aug_2199,0,negative_aug
patch7136_aug_1481,1,positive_aug
4743,1,positive
2087,1,positive
1031,0,negative
patch1534_aug_7121,0,negative_aug
910,1,positive
patch6346_aug_4860,1,positive_aug
3131,1,positive
patch8681_aug_883,1,positive_aug
patch3865_aug_3615,1,positive_aug
10653,1,positive
patch1900_aug_5856,0,negative_aug
3888,1,positive
patch7294_aug_2285,1,positive_aug
10821,1,positive
patch123_aug_6997,0,negative_aug
684,0,negative
patch3430_aug_1979,0,negative_aug
10874,1,positive
9337,1,positive
patch3260_aug_830,1,positive_aug
4050,1,positive
1752,0,negative
patch4215_aug_107,0,negative_aug
7753,1,positive
7436,1,positive
patch10601_aug_407,1,positive_aug
3065,0,negative
5627,1,positive
11640,1,positive
patch5832_aug_3137,1,positive_aug
1466,0,negative
patch5858_aug_5249,0,negative_aug
9818,1,positive
9623,1,positive
patch6044_aug_6325,0,negative_aug
patch1427_aug_5975,0,negative_aug
5156,1,positive
patch4740_aug_5703,0,negative_aug
8824,1,positive
13553,1,positive
3424,1,positive
2384,0,negative
10102,1,positive
6366,1,positive
patch571_aug_3004,1,positive_aug
11172,1,positive
3596,1,positive
patch12305_aug_6134,1,positive_aug
patch2559_aug_7018,0,negative_aug
patch4426_aug_4316,1,positive_aug
patch366_aug_6966,1,positive_aug
5028,1,positive
patch6396_aug_1687,1,positive_aug
2527,1,positive
3896,1,positive
6818,1,positive
5322,0,negative
patch1008_aug_992,0,negative_aug
patch2225_aug_6232,1,positive_aug
patch3667_aug_4543,0,negative_aug
patch5930_aug_5586,0,negative_aug
4574,0,negative
patch8018_aug_2254,1,positive_aug
371,0,negative
patch5286_aug_7416,0,negative_aug
patch13175_aug_7903,1,positive_aug
289,0,negative
patch339_aug_5047,0,negative_aug
2646,0,negative
patch1375_aug_6660,1,positive_aug
patch2347_aug_7749,1,positive_aug
6053,0,negative
patch2879_aug_4497,0,negative_aug
patch9682_aug_2497,1,positive_aug
patch6672_aug_5380,1,positive_aug
patch219_aug_238,1,positive_aug
1801,1,positive
388,1,positive
5941,0,negative
patch1660_aug_965,0,negative_aug
5393,1,positive
patch5612_aug_3859,1,positive_aug
5934,1,positive
7902,1,positive
5885,0,negative
4648,1,positive
patch3641_aug_1381,0,negative_aug
patch518_aug_1389,0,negative_aug
2969,0,negative
5112,1,positive
patch4988_aug_4025,0,negative_aug
patch3470_aug_5630,0,negative_aug
patch4764_aug_1151,0,negative_aug
patch1788_aug_7496,0,negative_aug
2351,1,positive
6867,1,positive
6258,1,positive
8327,1,positive
4163,0,negative
2998,0,negative
493,0,negative
patch6281_aug_209,1,positive_aug
patch6085_aug_7552,0,negative_aug
9274,1,positive
patch6438_aug_2815,1,positive_aug
11598,1,positive
patch6107_aug_693,1,positive_aug
7831,1,positive
3025,1,positive
patch3826_aug_1674,0,negative_aug
patch13365_aug_932,1,positive_aug
5927,1,positive
2219,1,positive
12641,1,positive
7555,1,positive
patch638_aug_1166,1,positive_aug
patch12814_aug_1123,1,positive_aug
patch184_aug_5579,0,negative_aug
1517,0,negative
patch4194_aug_2742,0,negative_aug
patch6832_aug_6687,1,positive_aug
patch7033_aug_1799,1,positive_aug
1052,1,positive
481,1,positive
10497,1,positive
7278,1,positive
4968,1,positive
patch9754_aug_6652,1,positive_aug
9469,1,positive
patch5028_aug_3137,0,negative_aug
patch5741_aug_4061,1,positive_aug
patch2217_aug_6398,1,positive_aug
patch2688_aug_2292,0,negative_aug
11687,1,positive
12474,1,positive
patch5014_aug_347,0,negative_aug
patch6426_aug_3172,1,positive_aug
patch3029_aug_2606,0,negative_aug
patch6_aug_1136,0,negative_aug
patch4441_aug_1900,0,negative_aug
6962,1,positive
patch4923_aug_6747,0,negative_aug
9403,1,positive
patch1781_aug_556,0,negative_aug
1419,0,negative
2963,1,positive
2213,0,negative
patch9476_aug_5246,1,positive_aug
patch12077_aug_4004,1,positive_aug
11771,1,positive
3487,1,positive
2087,0,negative
3554,0,negative
10136,1,positive
patch1811_aug_6870,0,negative_aug
5521,1,positive
7358,1,positive
4091,1,positive
11886,1,positive
patch2505_aug_2017,0,negative_aug
patch4343_aug_3494,0,negative_aug
433,1,positive
patch2899_aug_1568,1,positive_aug
7025,1,positive
1422,0,negative
11062,1,positive
patch4838_aug_430,0,negative_aug
patch2577_aug_5423,0,negative_aug
patch416_aug_1355,0,negative_aug
3455,1,positive
patch3787_aug_3761,0,negative_aug
5025,1,positive
1972,1,positive
patch3381_aug_6617,0,negative_aug
patch935_aug_2226,0,negative_aug
3387,0,negative
2591,0,negative
patch472_aug_6182,1,positive_aug
patch1764_aug_4697,0,negative_aug
patch3905_aug_4891,0,negative_aug
2564,0,negative
patch7692_aug_4591,1,positive_aug
patch6469_aug_7305,1,positive_aug
714,1,positive
patch1422_aug_7602,0,negative_aug
8130,1,positive
patch874_aug_3675,1,positive_aug
patch1558_aug_3780,0,negative_aug
patch8604_aug_4319,1,positive_aug
5836,1,positive
patch11864_aug_204,1,positive_aug
1776,0,negative
6626,1,positive
12834,1,positive
patch9937_aug_80,1,positive_aug
patch2392_aug_869,0,negative_aug
2054,1,positive
patch1751_aug_6619,1,positive_aug
patch2579_aug_132,0,negative_aug
patch500_aug_4249,0,negative_aug
patch2887_aug_2484,0,negative_aug
patch12912_aug_3369,1,positive_aug
patch5548_aug_1783,0,negative_aug
patch3182_aug_5056,0,negative_aug
patch6702_aug_2615,1,positive_aug
patch5943_aug_3955,1,positive_aug
1173,0,negative
patch3865_aug_5979,0,negative_aug
patch9310_aug_1637,1,positive_aug
patch3103_aug_5720,0,negative_aug
2643,1,positive
patch3663_aug_2922,0,negative_aug
patch906_aug_1786,1,positive_aug
patch5223_aug_151,0,negative_aug
8426,1,positive
patch1466_aug_5792,0,negative_aug
patch11399_aug_5440,1,positive_aug
patch439_aug_6421,1,positive_aug
patch4114_aug_2234,0,negative_aug
5223,0,negative
patch4350_aug_7517,0,negative_aug
4623,0,negative
6105,0,negative
1763,1,positive
12636,1,positive
patch4457_aug_7083,0,negative_aug
4981,1,positive
4035,1,positive
patch6267_aug_2110,1,positive_aug
3721,0,negative
593,1,positive
10378,1,positive
patch291_aug_6252,1,positive_aug
patch4459_aug_599,1,positive_aug
5426,1,positive
1271,0,negative
6044,1,positive
patch2118_aug_603,0,negative_aug
patch1945_aug_4297,1,positive_aug
patch12275_aug_4828,1,positive_aug
patch267_aug_6038,1,positive_aug
729,1,positive
3172,0,negative
4099,1,positive
patch1049_aug_2842,0,negative_aug
patch5639_aug_317,1,positive_aug
2285,0,negative
3054,1,positive
patch4604_aug_5691,1,positive_aug
2672,1,positive
patch2445_aug_2648,0,negative_aug
patch3896_aug_581,1,positive_aug
patch3044_aug_6762,0,negative_aug
3068,1,positive
10232,1,positive
6809,1,positive
patch7904_aug_667,1,positive_aug
2703,1,positive
12827,1,positive
2529,1,positive
1469,0,negative
6032,1,positive
3194,0,negative
patch3044_aug_1765,0,negative_aug
patch1612_aug_3487,0,negative_aug
patch13074_aug_3786,1,positive_aug
patch1726_aug_2959,1,positive_aug
patch185_aug_261,0,negative_aug
3992,0,negative
8410,1,positive
5395,1,positive
637,1,positive
patch12542_aug_3892,1,positive_aug
patch3956_aug_4194,0,negative_aug
12894,1,positive
12818,1,positive
13122,1,positive
patch8844_aug_419,1,positive_aug
patch3693_aug_608,1,positive_aug
188,0,negative
patch2802_aug_1888,1,positive_aug
patch5549_aug_4840,0,negative_aug
2128,1,positive
patch9411_aug_6367,1,positive_aug
patch4800_aug_4047,0,negative_aug
2548,0,negative
4538,1,positive
patch4325_aug_5889,0,negative_aug
1423,1,positive
2400,1,positive
11179,1,positive
3163,0,negative
11658,1,positive
patch8838_aug_332,1,positive_aug
4851,0,negative
12851,1,positive
patch4263_aug_5487,1,positive_aug
6480,1,positive
patch4526_aug_1582,0,negative_aug
2256,0,negative
4819,0,negative
patch3350_aug_2072,0,negative_aug
4793,1,positive
patch2010_aug_3450,0,negative_aug
5318,0,negative
12021,1,positive
patch9152_aug_771,1,positive_aug
12113,1,positive
12598,1,positive
patch10250_aug_7245,1,positive_aug
528,0,negative
9456,1,positive
8575,1,positive
2583,1,positive
patch10788_aug_5576,1,positive_aug
patch3164_aug_6505,0,negative_aug
11108,1,positive
patch3217_aug_545,0,negative_aug
patch3095_aug_4357,0,negative_aug
5202,1,positive
patch1465_aug_3728,0,negative_aug
4963,1,positive
patch334_aug_1010,1,positive_aug
patch149_aug_8052,1,positive_aug
patch2249_aug_7662,1,positive_aug
patch469_aug_4974,0,negative_aug
2237,1,positive
patch781_aug_3675,0,negative_aug
3021,1,positive
patch4960_aug_6833,0,negative_aug
patch1231_aug_7234,0,negative_aug
patch11540_aug_297,1,positive_aug
patch1235_aug_18,0,negative_aug
patch12863_aug_5596,1,positive_aug
patch3661_aug_5658,0,negative_aug
patch4576_aug_7320,0,negative_aug
patch12612_aug_4877,1,positive_aug
patch3105_aug_7108,0,negative_aug
patch393_aug_477,0,negative_aug
7196,1,positive
1295,0,negative
patch6584_aug_6313,1,positive_aug
patch3820_aug_2514,0,negative_aug
11678,1,positive
3893,1,positive
patch2465_aug_8106,1,positive_aug
2186,1,positive
2110,0,negative
patch6365_aug_172,1,positive_aug
1114,0,negative
3704,0,negative
5090,0,negative
patch2532_aug_6049,0,negative_aug
patch11227_aug_8069,1,positive_aug
patch7375_aug_2229,1,positive_aug
patch7687_aug_6961,1,positive_aug
patch244_aug_6351,0,negative_aug
patch10922_aug_4935,1,positive_aug
patch788_aug_4929,1,positive_aug
12036,1,positive
patch5323_aug_5266,1,positive_aug
patch7453_aug_4182,1,positive_aug
9724,1,positive
patch5082_aug_6420,0,negative_aug
patch368_aug_2503,0,negative_aug
4187,0,negative
973,0,negative
6850,1,positive
patch5059_aug_3514,0,negative_aug
patch12112_aug_7181,1,positive_aug
patch13541_aug_610,1,positive_aug
11463,1,positive
patch5657_aug_3071,0,negative_aug
patch3828_aug_6829,0,negative_aug
patch7849_aug_2411,1,positive_aug
patch3410_aug_1169,0,negative_aug
patch10746_aug_634,1,positive_aug
patch5823_aug_6983,0,negative_aug
10624,1,positive
8109,1,positive
1103,0,negative
patch2420_aug_4863,1,positive_aug
2576,0,negative
5697,0,negative
patch3654_aug_6980,1,positive_aug
7268,1,positive
patch2250_aug_5728,0,negative_aug
8480,1,positive
patch8814_aug_54,1,positive_aug
patch4778_aug_6166,1,positive_aug
patch6014_aug_4218,0,negative_aug
patch2925_aug_734,0,negative_aug
4096,1,positive
2758,1,positive
5914,0,negative
5608,0,negative
patch9710_aug_338,1,positive_aug
patch3721_aug_6077,0,negative_aug
patch5921_aug_2814,0,negative_aug
patch10990_aug_7902,1,positive_aug
patch2974_aug_5415,0,negative_aug
patch5987_aug_7532,0,negative_aug
1379,1,positive
2176,0,negative
6693,1,positive
4871,0,negative
patch3664_aug_3766,0,negative_aug
5510,0,negative
patch5979_aug_6707,0,negative_aug
patch123_aug_5176,1,positive_aug
4783,0,negative
3492,0,negative
3867,0,negative
patch5514_aug_642,0,negative_aug
12537,1,positive
3352,1,positive
patch5990_aug_7468,1,positive_aug
patch2214_aug_3733,1,positive_aug
2964,0,negative
4224,0,negative
patch4434_aug_1062,0,negative_aug
patch3711_aug_3539,0,negative_aug
344,1,positive
patch4095_aug_4134,0,negative_aug
12596,1,positive
2314,0,negative
patch1543_aug_7172,0,negative_aug
8968,1,positive
patch1866_aug_7495,1,positive_aug
6007,0,negative
patch4133_aug_6664,0,negative_aug
patch5750_aug_4339,1,positive_aug
4313,0,negative
patch9187_aug_4344,1,positive_aug
740,1,positive
patch1533_aug_1520,0,negative_aug
patch7643_aug_8158,1,positive_aug
patch11084_aug_215,1,positive_aug
patch109_aug_6729,0,negative_aug
3133,0,negative
patch4239_aug_6031,0,negative_aug
patch1943_aug_5967,0,negative_aug
3384,0,negative
patch5505_aug_894,0,negative_aug
patch5074_aug_3649,0,negative_aug
patch11047_aug_842,1,positive_aug
patch9213_aug_7946,1,positive_aug
4615,0,negative
patch4457_aug_395,1,positive_aug
1572,0,negative
1397,1,positive
1950,0,negative
8583,1,positive
patch3557_aug_2769,0,negative_aug
patch3964_aug_3196,0,negative_aug
1600,0,negative
patch4333_aug_4854,1,positive_aug
patch2664_aug_6129,1,positive_aug
307,0,negative
1578,1,positive
patch11230_aug_6828,1,positive_aug
9380,1,positive
241,1,positive
patch718_aug_848,1,positive_aug
9884,1,positive
patch9044_aug_925,1,positive_aug
patch3903_aug_2160,1,positive_aug
patch7049_aug_7592,1,positive_aug
5800,1,positive
patch250_aug_495,0,negative_aug
patch590_aug_2318,0,negative_aug
8863,1,positive
patch1223_aug_6810,0,negative_aug
11690,1,positive
440,1,positive
patch8641_aug_4543,1,positive_aug
patch2829_aug_4021,0,negative_aug
patch12233_aug_7103,1,positive_aug
patch4245_aug_2446,1,positive_aug
patch2584_aug_994,1,positive_aug
patch8674_aug_3571,1,positive_aug
218,0,negative
patch2951_aug_2349,0,negative_aug
patch5240_aug_1850,1,positive_aug
patch4214_aug_640,0,negative_aug
patch11117_aug_3138,1,positive_aug
1100,1,positive
8659,1,positive
patch9985_aug_5191,1,positive_aug
patch2684_aug_7534,0,negative_aug
5960,0,negative
patch3094_aug_7159,0,negative_aug
10399,1,positive
patch3216_aug_3083,0,negative_aug
12549,1,positive
3254,0,negative
6564,1,positive
2550,0,negative
3982,1,positive
13120,1,positive
10583,1,positive
10969,1,positive
2097,1,positive
patch4464_aug_6489,1,positive_aug
10895,1,positive
patch70_aug_3337,0,negative_aug
patch1074_aug_5416,0,negative_aug
patch12962_aug_153,1,positive_aug
5282,1,positive
patch2306_aug_2020,0,negative_aug
3483,0,negative
1152,1,positive
patch4536_aug_971,0,negative_aug
patch3315_aug_335,0,negative_aug
patch9913_aug_2578,1,positive_aug
2471,0,negative
3816,0,negative
613,0,negative
11148,1,positive
patch2305_aug_5280,0,negative_aug
patch2534_aug_5354,0,negative_aug
patch7634_aug_8023,1,positive_aug
patch744_aug_1279,0,negative_aug
patch6236_aug_5850,0,negative_aug
patch7666_aug_6718,1,positive_aug
169,1,positive
5946,0,negative
patch664_aug_6612,0,negative_aug
11151,1,positive
5059,0,negative
11392,1,positive
3317,0,negative
patch1006_aug_1999,0,negative_aug
patch5267_aug_2483,1,positive_aug
3740,0,negative
3678,0,negative
patch1699_aug_5632,0,negative_aug
patch3985_aug_6609,0,negative_aug
11213,1,positive
patch2400_aug_4111,0,negative_aug
patch1881_aug_4517,0,negative_aug
8380,1,positive
3517,1,positive
patch11734_aug_7015,1,positive_aug
3500,0,negative
3234,1,positive
2704,1,positive
patch1797_aug_5361,0,negative_aug
patch3785_aug_2624,0,negative_aug
8048,1,positive
5807,1,positive
5716,0,negative
859,1,positive
patch5433_aug_1024,0,negative_aug
patch5350_aug_6851,1,positive_aug
5847,1,positive
5409,1,positive
2217,1,positive
patch5746_aug_5827,1,positive_aug
12366,1,positive
patch6244_aug_2443,0,negative_aug
4102,0,negative
patch4685_aug_5162,0,negative_aug
patch11915_aug_4435,1,positive_aug
4559,0,negative
patch4609_aug_3226,0,negative_aug
8573,1,positive
952,1,positive
patch13241_aug_3542,1,positive_aug
patch3287_aug_7694,1,positive_aug
patch2423_aug_6669,0,negative_aug
patch9068_aug_5126,1,positive_aug
patch590_aug_7315,0,negative_aug
4878,0,negative
patch5547_aug_7238,0,negative_aug
5099,0,negative
patch6118_aug_4772,0,negative_aug
8384,1,positive
12085,1,positive
11805,1,positive
patch13329_aug_6520,1,positive_aug
patch808_aug_7420,0,negative_aug
4739,1,positive
patch8311_aug_6040,1,positive_aug
patch3368_aug_8049,1,positive_aug
patch9329_aug_4122,1,positive_aug
patch3560_aug_361,0,negative_aug
patch7548_aug_853,1,positive_aug
patch5529_aug_2006,0,negative_aug
patch6462_aug_3586,1,positive_aug
7462,1,positive
patch11142_aug_1165,1,positive_aug
348,1,positive
patch1287_aug_7265,1,positive_aug
10357,1,positive
patch5430_aug_1578,0,negative_aug
5555,0,negative
1334,0,negative
9613,1,positive
patch5107_aug_173,1,positive_aug
11744,1,positive
12969,1,positive
patch4279_aug_5089,0,negative_aug
10216,1,positive
2683,0,negative
5446,0,negative
2393,1,positive
patch1271_aug_6432,0,negative_aug
4237,1,positive
5034,1,positive
6097,1,positive
patch5208_aug_1507,0,negative_aug
patch1931_aug_6186,1,positive_aug
patch3064_aug_4407,1,positive_aug
patch2548_aug_733,1,positive_aug
patch8984_aug_4352,1,positive_aug
511,1,positive
9040,1,positive
2274,0,negative
patch9275_aug_5079,1,positive_aug
patch7947_aug_7938,1,positive_aug
10926,1,positive
patch2531_aug_6731,1,positive_aug
7909,1,positive
1464,1,positive
patch6698_aug_5824,1,positive_aug
patch1284_aug_2592,0,negative_aug
patch3161_aug_1799,0,negative_aug
9921,1,positive
patch10928_aug_7409,1,positive_aug
patch4203_aug_3937,1,positive_aug
12966,1,positive
patch2456_aug_5647,0,negative_aug
patch2758_aug_5598,0,negative_aug
1796,1,positive
4161,0,negative
812,0,negative
8798,1,positive
5009,0,negative
patch3738_aug_647,0,negative_aug
5490,0,negative
patch3418_aug_989,1,positive_aug
patch7140_aug_2456,1,positive_aug
patch10826_aug_4569,1,positive_aug
patch4054_aug_1385,1,positive_aug
patch3469_aug_3395,0,negative_aug
patch4224_aug_1519,0,negative_aug
patch5447_aug_7005,1,positive_aug
patch9904_aug_3981,1,positive_aug
5412,0,negative
4515,0,negative
3101,1,positive
patch1533_aug_6517,0,negative_aug
patch10413_aug_5782,1,positive_aug
patch5371_aug_1930,0,negative_aug
patch2131_aug_2157,0,negative_aug
10527,1,positive
patch4472_aug_1051,1,positive_aug
patch2477_aug_5299,0,negative_aug
patch3807_aug_479,0,negative_aug
5793,1,positive
297,1,positive
1557,1,positive
4950,1,positive
1092,0,negative
3328,0,negative
patch12824_aug_3706,1,positive_aug
5388,1,positive
1494,0,negative
patch3872_aug_1714,0,negative_aug
6838,1,positive
patch481_aug_1198,0,negative_aug
4507,0,negative
patch2571_aug_4310,1,positive_aug
patch7384_aug_3142,1,positive_aug
patch7680_aug_7465,1,positive_aug
patch12952_aug_8114,1,positive_aug
patch2389_aug_5314,0,negative_aug
8565,1,positive
patch5679_aug_7156,1,positive_aug
patch10556_aug_7795,1,positive_aug
